e_uid,region1_nomenclature1,region_nomenclature2,topological_relation,annotation,reference,url,id,v_uid,v_uuid,v_lastmodified,v_status,v_lastmodified_epoch
741,Bed nuclei of the stria terminalis anterolateral area (Swanson-1998),Posterior lateral subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. Only the caudal part of the BSTal is captured in this relationship.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,107,741,70b09ed4-5ec9-5784-acc0-09eabb987419,2016-05-09 16:57:11,C,1.4628130310509E9
889,Medial dense-celled column of the posterior part of the medial bed nucleus of the stria terminalis (de Olmos - 1995),Bed nucleus of the stria terminalis principal (encapsulated)  nucleus (Ju/Swanson),overlap,Pr; the principal nucleus of Ju and Swanson (1989) appears to encompass our medial column of the posterior medial bed nucleus and a substantial proportion of the intermediate column of the current account (BSTMPi).,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13973,889,a86cb05a-482e-58f2-bfec-19ee35d5d55c,2016-05-09 16:57:11,C,1.4628130310509E9
31,Taenia tecta dorsal part layer 2 (Swanson-1998),Taenia tecta dorsal part layer 2 (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),659,31,d47e094b-fdc7-5b15-a5ec-13a9ee5ef1ba,2016-05-09 16:57:11,C,1.4628130310509E9
221,Central lobule; lobule II sublobule b (Swanson-1998),Central lobule; lobule II sublobule b (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),795,221,fece6c95-f160-5580-a8dc-94271e7fc712,2016-05-09 16:57:11,C,1.4628130310509E9
244,Simple lobule sublobule a (Swanson-1998),Simple lobule sublobule a (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),819,244,b86d596e-e31e-5d49-942a-8e40cd1ee553,2016-05-09 16:57:11,C,1.4628130310509E9
373,Inferior colliculus (Swanson-1998),Inferior colliculus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),474,373,e37461d8-920e-5dca-959b-a7fe6338ae3b,2016-05-09 16:57:11,C,1.4628130310509E9
707,Bed nuclei of the stria terminalis anterior division anterodorsal area central core (Swanson-1998),bed nucleus of the stria terminalis; medial division; anterior part (Paxinos/Watson-1998),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1704,707,b62b5caa-d8b0-5bf5-9a6a-fdc7245741a1,2016-05-09 16:57:11,C,1.4628130310509E9
322,Superior colliculus intermediate gray layer (Swanson-1998),Superior colliculus intermediate gray layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),420,322,2e302829-c286-560f-bef6-506582591e29,2016-05-09 16:57:11,C,1.4628130310509E9
534,Lateral hypothalamic area (Swanson-1998),Lateral hypothalamic area; anterior region ventral zone (Swanson-2004),contains,Collator note: the Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas"; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),321,534,4fef6ad5-7d99-5864-bd0a-6b7729904d3d,2016-05-09 16:57:11,C,1.4628130310509E9
175,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone lateral region ventral domain (Swanson-1998),Lateral septal nucleus rostral (rostroventral) part dorsolateral zone lateral region ventral domain (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),398,175,9fbadb61-6bf1-59b4-8f0e-6590014f8bad,2016-05-09 16:57:11,C,1.4628130310509E9
371,Nucleus of the lateral lemniscus (Swanson-1998),Nucleus of the lateral lemniscus horizontal part (Swanson-2004),contains,Collator note: the Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas"; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),473,371,679e2148-ff3c-5fcd-badc-8d4179f5c5d7,2016-05-09 16:57:11,C,1.4628130310509E9
479,Lateral vestibular nucleus (Swanson-1998),Lateral vestibular nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),483,479,580689f2-86bf-5d02-82e4-bb3bafed51e4,2016-05-09 16:57:11,C,1.4628130310509E9
717,Bed nuclei of the stria terminalis juxtacapsular nucleus (Swanson-1998),bed nucleus of the stria terminalis; lateral division; juxtacapsular part (Paxinos/Watson-1998),identical,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. BSTLJ appears only in this relationship; therefore these two nuclei are assumed identical.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,110,717,758d4217-4e15-5a47-9ed4-f05decbd015d,2016-05-09 16:57:11,C,1.4628130310509E9
195,Triangular nucleus of the septum (Swanson-1998),Triangular nucleus of the septum (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),412,195,59c9401d-76d6-55bc-b1ec-a1e76617608e,2016-05-09 16:57:11,C,1.4628130310509E9
935,Intermediate part of the lateral bed nucleus of the stria terminalis (de Olmos - 1995),Bed nucleus of the stria terminalis magnocellular nucleus (Ju/Swanson),overlap,Our BSTLI also appears to ecnompass several of their subnuclei; including their rhomboid nuclei; lateral parts of their ventral nuclei; their magnocellular nuclei; and lateral parts of their dorsolateral nuclei (DL).,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13984,935,32cbae0c-d8cd-5fee-8fb4-f5b15be0646c,2016-05-09 16:57:11,C,1.4628130310509E9
34,Taenia tecta ventral part layer1 (Swanson-1998),Tenia tecta ventral part layer1 (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),663,34,75570bf8-ce9c-5fac-930f-08a44260feff,2016-05-09 16:57:11,C,1.4628130310509E9
979,Bed nucleus of the stria terminalis subarea 2 (Geeraedts),Bed nucleus of the stria terminals juxtacapsular subdivision (McDonald),contains,The so-called juxtacapsular subdivision of the BST as described by McDonald ('83) is considered here to be part of the BST2.,Geeraedts L.M.G.; Nieuwenhuys R. & Veening J.G.; (1990),http://www.ncbi.nlm.nih.gov/pubmed/2341624,13957,979,15ad403b-b1b6-5b1a-bea3-50e57d52df6b,2016-05-09 16:57:11,C,1.4628130310509E9
528,Lateral hypothalamic area (Swanson-1998),Lateral hypothalamic area; juxtadorsomedial region (Swanson-2004),contains,Collator note: the Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas"; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),321,528,78c0d356-fdfc-5db5-b149-63ff054729a6,2016-05-09 16:57:11,C,1.4628130310509E9
294,Mediodorsal nucleus of the thalamus medial part (Swanson-1998),Mediodorsal nucleus of the thalamus medial part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),66,294,57627fbc-8578-584c-9bfe-9e8f39793aab,2016-05-09 16:57:11,C,1.4628130310509E9
308,Central medial nucleus of the thalamus (Swanson-1998),Central medial nucleus of the thalamus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),88,308,fba372d0-d2e2-5770-9501-775cb904a359,2016-05-09 16:57:11,C,1.4628130310509E9
592,Infundibulum internal lamina (Swanson-1998),Infundibulum; internal lamina (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),6977,592,de73198d-a83b-5edf-9389-7e0f89a4425a,2016-05-09 16:57:11,C,1.4628130310509E9
549,Zona incerta dopaminergic group (Swanson-1998),Zona incerta dopaminergic group (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),348,549,c61edc8b-96d9-5463-a433-08dedd3d6f09,2016-05-09 16:57:11,C,1.4628130310509E9
456,Substantia nigra reticular part (Swanson-1998),Substantia nigra reticular part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),534,456,1c78e4d3-c026-5c29-ab6e-6e346e70b0ab,2016-05-09 16:57:11,C,1.4628130310509E9
915,Dorsal part of the lateral bed nucleus of the stria terminalis central portion (de Olmos - 1995),Bed nucleus of the stria terminalis lateral subdivision dorsal part (de Olmos -1985),contains,One difference [from the de Olmos; 1985] is that in this chapter we identify a central and capsular portion of the dorsal part of the lateral bed nucleus; whereas earlier we simply identified the dorsolateral subdivision.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13981,915,37a9b708-a0ef-5388-8dad-ba7893837831,2016-05-09 16:57:11,C,1.4628130310509E9
292,Lateral dorsal nucleus of thalamus (Swanson-1998),Lateral dorsal nucleus of thalamus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),63,292,0af9c2ed-0ccc-5f99-b0c2-3fbe7ec54f1e,2016-05-09 16:57:11,C,1.4628130310509E9
97,Field CA1 stratum oriens (Swanson-1998),Field CA1 stratum oriens (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),733,97,c4d4b96d-5155-599b-ba8c-161602c0a396,2016-05-09 16:57:11,C,1.4628130310509E9
406,Interfascicular nucleus raphe (Swanson-1998),Interfascicular nucleus raphe (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),563,406,b15879e4-dc70-56ba-acd3-3aa506ffcf3f,2016-05-09 16:57:11,C,1.4628130310509E9
493,Posterior hypothalamic nucleus (Swanson-1998),Posterior hypothalamic nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),318,493,2052ca0b-14e0-5d66-8e4f-8f4043bf3675,2016-05-09 16:57:11,C,1.4628130310509E9
209,Bed nuclei of the stria terminalis anterior division magnocellular nucleus (Swanson-1998),Bed nuclei of the stria terminalis magnocellular nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),116,209,72c17f8b-5f9f-57d8-8861-554b3f6452d9,2016-05-09 16:57:11,C,1.4628130310509E9
778,Bed nuclei of the stria terminals anterior division anteroventral area (Swanson-1992),Ventral medial subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1813,778,b9cd94a9-f2c3-58e7-8160-f3fefc5f43c5,2016-05-09 16:57:11,C,1.4628130310509E9
359,Ventral coclear nucleus anterior part (Swanson-1998),Ventral coclear nucleus anterior part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),463,359,46ce0e33-cf01-55ab-8f98-b81beb047d48,2016-05-09 16:57:11,C,1.4628130310509E9
