"ID";"First_author";"Published";"Title";"Journal";"Species"
191;"Denovan-Wright, EM";2000,00;"Cannabinoid receptor messenger RNA levels decrease in a subset of neurons of the lateral striatum, cortex and hippocampus of transgenic Huntington's disease mice.";11;"Rat"
192;"Depboylu, C";2013,00;"Effect of long-term treatment with pramipexole or levodopa on presynaptic markers assessed by longitudinal [123I]FP-CIT SPECT and histochemistry.";;"Mouse"
193;"Descarries, L";1986,00;"Dopaminergic projection from nucleus raphe dorsalis to neostriatum in the rat.";12;"Rat"
194;"Dey, S";2006,00;"Specificity of prenatal cocaine on inhibition of locus coeruleus neurite outgrowth.";11;"Rat"
195;"Diana, V";2013,00;"A reliable indirect cell-labelling protocol for optical imaging allows ex vivo visualisation of mesenchymal stem cells after transplantation.";95;"Rat"
196;"Diaz, J";2000,00;"Dopamine D3 receptors expressed by all mesencephalic dopamine neurons.";7;"Rat"
197;"Diaz, J";1995,00;"Phenotypical characterization of neurons expressing the dopamine D3 receptor in the rat brain.";11;"Rat"
198;"Dieb, W";2016,00;"Nigrostriatal dopaminergic depletion increases static orofacial allodynia.";96;"Rat"
199;"Dietz, GPH";2006,00;"Application of a blood-brain-barrier-penetrating form of GDNF in a mouse model for Parkinson's disease.";21;"Mouse"
200;"DiFiglia, M";1989,00;"Ultrastructural localization of molecular subtypes of immunoreactive neural cell adhesion molecule (NCAM) in the adult rodent striatum.";7;"Rodent"
201;"Dihne, M";2001,00;"Focal ischemia induces transient expression of IL-6 in the substantia nigra pars reticulata.";21;"Rat"
202;"Ding, S";2011,00;"Molecular and functional differences in voltage-activated sodium currents between GABA projection neurons and dopamine neurons in the substantia nigra.";97;"Rat"
203;"Ding, YQ";1996,00;"Localization of the neuromedin K receptor (NK3) in the central nervous system of the rat.";12;"Rat"
204;"Ding, YX";2011,00;"The TrkB-positive dopaminergic neurons are less sensitive to MPTP insult in the substantia nigra of adult C57/BL mice.";47;"Mouse"
205;"Domesick, VB";1983,00;"The cytology of dopaminergic and nondopaminergic neurons in the substantia nigra and ventral tegmental area of the rat: a light- and electron-microscopic study.";7;"Rat"
206;"Dong, M";2013,00;"Role of iron in brain lipocalin 2 upregulation after intracerebral hemorrhage in rats.";21;"Rat"
207;"Doorn, K";2015,00;"Brain region-specific gene expression profiles in freshly isolated rat microglia.";23;"Rat"
208;"Drandarevski, N";2001,00;"Dopaminergic mRNA expression in the intact substantia nigra of unilaterally 6-OHDA-lesioned and grafted rats: an in situ hybridization study.";56;"Rat"
209;"Duman, JG";2018,00;"Memantine prevents acute radiation-induced toxicities at hippocampal excitatory synapses.";98;"Rat"
210;"Dunn-Meynell, AA";1998,00;"Distribution and phenotype of neurons containing the ATP-sensitive K+ channel in rat brain.";21;"Rat"
211;"Durkin, MM";1999,00;"An in situ hybridization study of the distribution of the GABA(B2) protein mRNA in the rat CNS.";21;"Rat"
212;"Ebert, AD";2005,00;"A tetracycline-regulated adenovirus encoding dominant-negative caspase-9 is regulated in rat brain and protects against neurotoxin-induced cell death in vitro, but not in vivo.";18;"Rat"
213;"Egger, K";2016,00;"Microstructural effects of a neuro-modulating drug evaluated by diffusion tensor imaging.";65;"Mouse"
214;"Eilam, R";2003,00;"Late degeneration of nigro-striatal neurons in ATM-/- mice.";11;"Mouse"
215;"Einheber, S";1996,00;"Regional and ultrastructural distribution of the alpha 8 integrin subunit in developing and adult rat brain suggests a role in synaptic function.";12;"Rat"
216;"El Massri, N";2018,00;"Photobiomodulation reduces gliosis in the basal ganglia of aged mice.";64;"Rodent"
217;"El Massri, N";2016,00;"The effect of different doses of near infrared light on dopaminergic cell survival and gliosis in MPTP-treated mice.";61;"Mouse"
218;"El Messari, S";2002,00;"Expression of insulin-responsive glucose transporter GLUT4 mRNA in the rat brain and spinal cord: an in situ hybridization study.";14;"Rat"
219;"el Mestikawy, S";1994,00;"Characterization of an atypical member of the Na+/Cl(-)-dependent transporter family: chromosomal localization and distribution in GABAergic and glutamatergic neurons in the rat brain.";46;"Rat"
220;"Elizan, TS";1983,00;"Neurotransmitter synthesizing enzymes in experimental viral encephalitis.";56;"Rat"
221;"Embury, JE";2005,00;"Pathologic and immunohistochemical findings in hypothalamic and mesencephalic regions in the pah(enu2) mouse model for phenylketonuria.";99;"Mouse"
222;"Emsley, JG";2001,00;"Retrograde tracing techniques influence reported death rates of adult rat nigrostriatal neurons.";18;"Rat"
223;"Endo, T";1986,00;"Immunochemical and immunohistochemical localization of parvalbumin in rat nervous tissues.";46;"Rat"
224;"Erazi, H";2011,00;"Chronic exposure to aluminum reduces tyrosine hydroxylase expression in the substantia nigra and locomotor performance in rats.";8;"Rat"
225;"Erondu, NE";1985,00;"Regional distribution of type II Ca2+/calmodulin-dependent protein kinase in rat brain.";7;"Rat"
226;"Eulitz, D";2007,00;"Heterogeneous distribution of kir3 potassium channel proteins within dopaminergic neurons in the mesencephalon of the rat brain.";62;"Rat"
227;"Ezquer, M";2003,00;"c-fos and tyrosine hydroxylase expression after an excitotoxic lesion on the nigrostriatal system: a study on the effects of hypoxia used as a preconditioning stimulus.";18;"Rat"
228;"Fabricius, K";2017,00;"Application of the Physical Disector Principle for Quantification of Dopaminergic Neuronal Loss in a Rat 6-Hydroxydopamine Nigral Lesion Model of Parkinson's Disease.";100;"Rat"
229;"Fahim, MA";2013,00;"Daily subacute paraquat exposure decreases muscle function and substantia nigra dopamine level.";101;"Rat"
230;"Falk, T";2006,00;"Neurochemical and electrophysiological characteristics of rat striatal neurons in primary culture.";12;"Rat"
231;"Farrand, AQ";2017,00;"Vagus nerve stimulation improves locomotion and neuronal populations in a model of Parkinson's disease.";102;"Rat"
232;"Farzanehfar, P";2017,00;"Evidence of functional duplicity of Nestin expression in the adult mouse midbrain.";103;"Mouse"
233;"Felberg, RA";2002,00;"Cell death in experimental intracerebral hemorrhage: the ""black hole"" model of hemorrhagic damage.";104;"Rat"
234;"Feng, XY";2012,00;"Selective protection of nigral dopaminergic neurons by echinacoside in a rat model of Parkinson disease induced by rotenone.";105;"Rat"
235;"Feng, Z";2016,00;"An Automatic Method for Nucleus Boundary Segmentation Based on a Closed Cubic Spline.";78;
236;"Fernandez, LL";2011,00;"Early post-natal iron administration induces astroglial response in the brain of adult and aged rats.";80;"Rat"
237;"Ferraguti, F";1990,00;"Distribution of glutamic acid decarboxylase messenger RNA-containing nerve cell populations of the male rat brain.";14;"Rat"
238;"Fetissov, SO";2002,00;"Expression of microsomal glutathione S-transferase type 3 mRNA in the rat nervous system.";11;"Rat"
239;"Finkelstein, D";1996,00;"An electron microscopic tracer study of the projections from entopeduncular nucleus to the ventrolateral nucleus of the rat.";8;"Rat"
240;"Flores-Cruz, GM";2012,00;"Reduction of serotonergic neurons in the dorsal raphe due to chronic prenatal administration of a tryptophan-free diet.";76;"Rat"
241;"Forloni, G";2000,00;"Alpha-synuclein and Parkinson's disease: selective neurodegenerative effect of alpha-synuclein fragment on dopaminergic neurons in vitro and in vivo.";104;"Rat"
242;"Foster, GA";1987,00;"Development of a dopamine- and cyclic adenosine 3':5'-monophosphate-regulated phosphoprotein (DARPP-32) in the prenatal rat central nervous system, and its relationship to the arrival of presumptive dopaminergic innervation.";7;"Rat"
243;"Fox, CA";1993,00;"The distribution of dopamine D2 receptor heteronuclear RNA (hnRNA) in the rat brain.";14;"Rat"
244;"Fragkouli, A";2006,00;"Sexually dimorphic effects of the Lhx7 null mutation on forebrain cholinergic function.";11;"Mouse"
245;"Fredholm, BB";1998,00;"Age-dependent changes in adenosine receptors are not modified by life-long intermittent alcohol administration.";21;"Rat"
246;"Freichel, C";2006,00;"Acute changes in the neuronal expression of GABA and glutamate decarboxylase isoforms in the rat piriform cortex following status epilepticus.";11;"Rat"
247;"Freichel, C";2004,00;"Amygdala-kindling does not induce a persistent loss of GABA neurons in the substantia nigra pars reticulata of rats.";21;"Rat"
248;"Fritschy, JM";1991,00;"Differential effects of reserpine on brainstem catecholaminergic neurons revealed by Fos protein immunohistochemistry.";21;"Rat"
249;"Frontera, JL";2018,00;"Exposure to cannabinoid agonist WIN 55,212-2 during early adolescence increases alcohol preference and anxiety in CD1 mice.";59;"Mouse"
250;"Fu, YS";1996,00;"Extrinsic inhibitory innervation to rubral neurons in rat brain-stem slices.";18;"Rat"
251;"Fujiyama, FN";2016,00;"A single-neuron tracing study of arkypallidal and prototypic neurons in healthy rats.";22;"Rat"
252;"Fukuda, T";1994,00;"2-Methyl-1,2,3,4-tetrahydroisoquinoline does dependently reduce the number of tyrosine hydroxylase-immunoreactive cells in the substantia nigra and locus ceruleus of C57BL/6J mice.";21;"Mouse"
253;"Fukunaga, K";1988,00;"Immunohistochemical localization of Ca2+/calmodulin-dependent protein kinase II in rat brain and various tissues.";46;"Rat"
254;"Gall, CM";1992,00;"Brain-derived neurotrophic factor and neurotrophin-3 mRNAs are expressed in ventral midbrain regions containing dopaminergic neurons.";106;"Rat"
255;"Gao, J";2011,00;"Influence of aging on the dopaminergic neurons in the substantia nigra pars compacta of rats.";107;"Rat"
256;"Gasbarri, A";1994,00;"Anterograde and retrograde tracing of projections from the ventral tegmental area to the hippocampal formation in the rat.";30;"Rat"
257;"Gasbarri, A";1996,00;"The projections of the retrorubral field A8 to the hippocampal formation in the rat.";25;"Rat"
258;"Gates, MA";2006,00;"Re-examining the ontogeny of substantia nigra dopamine neurons.";2;"Rat"
259;"Gellhaar, S";2017,00;"Myeloperoxidase-immunoreactive cells are significantly increased in brain areas affected by neurodegeneration in Parkinson's and Alzheimer's disease.";108;"Mouse"
260;"Gerfen, CR";1991,00;"Dopamine differentially regulates dynorphin, substance P, and enkephalin expression in striatal neurons: in situ hybridization histochemical analysis.";7;"Rat"
261;"Gerfen, CR";1988,00;"Distribution of striatonigral and striatopallidal peptidergic neurons in both patch and matrix compartments: an in situ hybridization histochemistry and fluorescent retrograde tracing study.";21;"Rat"
262;"German, DC";2000,00;"Pharmacological inactivation of the vesicular monoamine transporter can enhance 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced neurodegeneration of midbrain dopaminergic neurons, but not locus coeruleus noradrenergic neurons.";11;"Mouse"
263;"German, DC";1993,00;"Midbrain dopaminergic neurons (nuclei A8, A9, and A10): three-dimensional reconstruction in the rat.";12;"Rat"
264;"Ghadiri, T";2014,00;"A novel traumatic brain injury model for induction of mild brain injury in rats.";109;"Rat"
265;"Ghazale, H";2018,00;"Docosahexaenoic acid (DHA) enhances the therapeutic potential of neonatal neural stem cell transplantation post-Traumatic brain injury.";55;"Mouse"
266;"Giacobini, MM";1993,00;"Fibroblast growth factors enhance dopamine fiber formation from nigral grafts.";21;"Rat"
267;"Giardino, WJ";2012,00;"Characterization of Genetic Differences within the Centrally Projecting Edinger-Westphal Nucleus of C57BL/6J and DBA/2J Mice by Expression Profiling.";100;"Mouse"
268;"Gillet, JP";1986,00;"Axonal transport of rabies virus in the central nervous system of the rat.";71;"Rat"
269;"Glantz, SB";1992,00;"cAMP signaling in neurons: patterns of neuronal expression and intracellular localization for a novel protein, AKAP 150, that anchors the regulatory subunit of cAMP-dependent protein kinase II beta.";110;"Rat"
270;"Goemaere, J";2012,00;"Peroxiredoxin distribution in the mouse brain with emphasis on neuronal populations affected in neurodegenerative disorders.";12;"Mouse"
271;"Gomes, MZ";2008,00;"A nitric oxide synthase inhibitor decreases 6-hydroxydopamine effects on tyrosine hydroxylase and neuronal nitric oxide synthase in the rat nigrostriatal pathway.";21;"Rat"
272;"Gomes, MZ";2003,00;"Effects of electrolytic and 6-hydroxydopamine lesions of rat nigrostriatal pathway on nitric oxide synthase and nicotinamide adenine dinucleotide phosphate diaphorase.";30;"Rat"
273;"Gomide, V";2005,00;"Dopamine cell morphology and glial cell hypertrophy and process branching in the nigrostriatal system after striatal 6-OHDA analyzed by specific sterological tools.";61;"Rat"
274;"Gong, C";2001,00;"Intracerebral hemorrhage-induced neuronal death.";111;"Rat"
275;"Gong, JP";2006,00;"Cannabinoid CB2 receptors: immunohistochemical localization in rat brain.";21;"Rat"
276;"Gonzales, C";1991,00;"Distribution of glutamic acid decarboxylase (Mr 67,000) in the basal ganglia of the rat: an immunohistochemical study with a selective cDNA-generated polyclonal antibody.";24;"Rat"
277;"Gopinath, G";1996,00;"Long-term nigral transplants in rat striatum: an electron microscopic study.";76;"Rat"
278;"Gopinath, G";1991,00;"Ageing changes in the transplants of fetal substantia nigra grafted to striatum of adult rat.";11;"Rat"
279;"Goswami, P";2015,00;"Astrocyte activation and neurotoxicity: A study in different rat brain regions and in rat C6 astroglial cells.";112;"Rat"
280;"Goto, S";1994,00;"Cellular localization of type II Ca2+/calmodulin-dependent protein kinase in the rat basal ganglia and intrastriatal grafts derived from fetal striatal primordia, in comparison with that of Ca2+/calmodulin-regulated protein phosphatase, calcineurin.";11;"Rat"
281;"Goto, S";1993,00;"Striatonigral involvement following transient focal cerebral ischemia in the rats: an immunohistochemical study on a reversible ischemia model.";63;"Rat"
282;"Goto, S";1986,00;"The distribution of calcineurin in rat brain by light and electron microscopic immunohistochemistry and enzyme-immunoassay.";21;"Rat"
